marca_descripcion,marca_id
IAMEX,2707
IANGA,2709
IASA,2710
IB.M.,2711
IBC,2712
IBERIA,2713
IBICO,2716
IBLAK DEKER,2718
IBM,2719
ICOM,2742
IDCNA,2743
IDE,2744
IDEAL,2745
IDEC,2746
IDEM,2747
IDEMAX,2748
IDERM,2750
IDERNA,2752
IDETEL,2753
IEC,2754
IEM,2755
IEM-DELUXE,2761
IEMEN,2763
IEM-WESTINHOUSE,2762
IFILINEA,2764
IFRAME,2765
IG,2766
IG.30 KVA,2767
IG112.5KVA,2768
IG75KVA,2769
"IGA, S.A.",2772
IGLOO PICN,2777
IGROSA,2778
IGSA,2779
IGSA-DC100,2780
IGSADS,2781
IHRSA,2782
IIR,2783
IISGUS,2784
IKEA,6637
IKELITE,2785
IKRESA,2786
ILEGIBLE,2787
ILSA,2788
ILVETTI,2789
IMA,2791
IMANSA,2792
IMB,2793
IMB THINK,2794
IMECA,2795
IMEISA,2796
IMEM,2797
IMEMSA,2798
IMET-ELEE,2801
IMI,2802
IMMSA,2803
IMPACTO,2804
IMPALA,2805
IMPALA JASS,2806
IMPASA,2807
IMPCO,2808
IMPECO,2809
IMPERIAL,2810
IMPERIO,2811
IMPICO,2812
IMSA,2813
IMSSA,2814
IM-STEEL,2790
IMY,2815
INBM,2818
INCA,2819
INCENTO,2820
IND. GMOMUR,2822
IND. GOMEDI,2823
IND. PLUS,2824
IND.CAMOSA,2827
IND.MAYSE,2828
INDEFINIDA,2829
INDETEL,2830
INDITEL,6129
INDUSTRIAL,2835
INDUSTRIAL GM,2836
INDUSTRIAS VAZQUEZ,6202
INDUSTRINI,2837
INESA,2838
INFOCUS,2839
INFORMAT,2840
INFRA,2841
INGE,2843
INGEBTO,2844
INGENIO,2845
INGENRO,2846
INGENTA,2847
INGENTO,2848
INGENTO 38,2849
INGERSOLL,2850
INGERSOLL RAND,2851
INGETA,2852
INGINTO,2853
INGRESOLL RAND,2854
INGUS,2855
INGUSA,2856
INISA,2857
INOXMAID,2860
INPASA,2861
INPOCUS,2862
INSA,2863
INSEC,2864
INSTAMATIC,2865
INSTAR,2866
INSTRUMENT,2867
INSTRUMENTS,2868
INT,2869
INT. SERRAT,2870
INTEC,2871
INTEGRACION,2872
INTEGRAL,2873
INTEJAK,2874
INTEL CELERON,2875
INTEL INSIDE,2876
INTELECSIS,2880
INTELIGENTE DIGITAL,2887
INTELINSIDE,2888
INTELPENTIUM,2889
INTELUJACK,2890
INTER,2891
INTERCOM,2893
INTER-HARV,2892
INTERLEC,2895
INTERMATIO,2900
INTERN,2901
INTERNA,2902
INTERNACIL,2903
INTERNAL,2905
INTERNARIO,2906
INTERNAT.,2907
INTERNATIO,2908
INTERNATION,2909
INTERNATIONAL,2910
INTERSIDE,2912
INTIMUS,2913
INTRALUX,2914
INVENT,6586
INVICTA,2915
IOLUXCA,2916
IOMEGA,6604
IP OFICCE,2917
IRE,2918
IRESA,2919
IRGOSA,2920
IRGSA,2921
IRISCOPE,2922
IROESCOPE,2923
IROLUX,2924
IROSA,2925
IROSCOPE,2926
IRSA,2929
IRWINGCOME,2930
IS/M,2931
ISE,2933
ISEEL,2934
ISESA,2935
ISGUS,2936
ISGUZ,2937
ISI,2938
ISLO,2940
ISOTEL,2943
ISOTEMP,2944
ISSA,2945
ISTEMP,2946
ISUPERMATIC,2947
ISUZO,2948
ITAKY,2949
ITAL,2950
ITALIA,2951
ITALIANA,2952
ITSA,2953
ITZA,2954
IUSA,2955
IVIERA,2956
IVSA,2957
J V C,2960
J. DERNA,2961
J.A.S,2962
J.D,2963
J.DERNA,2964
J.M. ORTIZ,2965
J.M. ROMO,3018
J.M.ORTIZ,2966
J.V.C.,2967
J0HN DEERE,2968
JAAS,2969
JACOBS,2971
JACTO,2972
JACUZZI,2974
JAMES WAN AVN,2975
JAMES WAY,2976
JAMES-MEG,2977
JAMSA,2978
JANEIRO,2979
JANITROL,2980
JAPANDO,2981
JAPONES,2982
JAPONESA,2983
JARVEL,2984
JAS SW,2986
JASS,2987
JASS-IMPAL,2988
JASS-IMPALA,2989
JAZ,2990
JBC,2991
JBI WIRE,2992
JBL,6712
JEEP,2993
JEFA,2999
JENCONS,3000
JENSEN TOOLS,6628
JENY,3001
JEP,3002
JEPER,3003
JERZOG,3004
JET,3005
JET PC,3006
JET PEC.,3007
JET-MAC,6691
JET-PC,3008
JHON   DEERE,3009
JHON DEERE,3011
JHONSTON,3014
JICAS,6640
JLOBAVT,3015
JM,3016
JM ORTIZ,3017
JOGUARDIN,3019
JOHN 1800,3020
JOHN DERE,3022
JOHNSON,3023
JOJOSIL,3026
JOJSIL,3027
JOLDER,3028
JOLLEY,3029
JOLLY,3030
JOLY,3031
JONES,3034
JONHSON,3035
JOPER,3036
JORDAN,3037
JORDON,3038
JOSAR,3039
JP-200,3040
JR,3041
JSE,3042
JSGUS,3043
JUMBO,3044
JUMGMANS,3045
JUNO,6606
JUSTA,3046
JVC,3047
K D K,3053
K Y B,3055
K&B,3057
K.S.B.,3069
K.W.,3070
KABA,3073
KAESTEL,3075
KAF LADEN,3076
KAHLSICO,3158
KALART VIC,3081
KALATEL,6653
KALINART,3083
KALISICO,3084
KAMBO,3086
KANNON,3087
KANON,3088
KART,3095
KASAK,6677
KASE,3096
KASTAR,3097
KATADIN,3098
KATADYN,3099
KATAOCA,3100
KAWABE,3102
KAWASAKI,3103
KAYOLA,3104
KAZ,3105
KAZUZA,3106
K-B,3061
K-DMFG,3062
KEE,3108
KEH-I,3109
KELLOG,3110
KELLOG-AMERICAN,3111
KELLOGS,3112
KELLY,3113
KELVINA,3114
KELVINAITOR,3115
KELVINATOR,3116
KELVINETOR,3118
KEMORE,3119
KEMPAR,3120
KEMPER,3121
KEMPTON,3122
KEMTEM,3123
KENDAL,3125
KEN-LITE,3124
KENMORE,3126
KENWOOD,3127
KENWORD,3128
KERM,3129
KERMA,3130
KERN SWISS,3133
KERNO,3137
KERNS,3138
KEUFFEL AND ESSER,3063
KEUPDEL,3147
KEYSTON,3148
KEYWARE,3149
KGE,3150
KGIENDHAL,3151
KGM,3152
KHALCICO STANDAR,3153
KHALCICO STARDAR,3154
KHALCICO STARNDAR,3155
KHOLER,3160
KIA,3161
KID,3162
KIDD,3163
KIE,3164
KIELDHA,3165
KIENZLE,3166
KIGMASTER,3167
KILER,3168
KIMBAL,3169
KIMBALL,3170
KIMBALLS,3171
KING,3172
KING MASTER,3173
KINGMASTER,3174
KINGS,3175
KINGSTON TECHNOLOGY,3176
KIORIT,3177
KIORITS,3178
KIORITSU,3179
KIORITZ,3180
KIORITZ ECHO,3181
KIORITZ ECHO.,3182
KIORITZU,3183
KIORTIZ,3184
KIORTZ,3185
KIRBY,3186
KIRITSU,3187
KIT MEMORY,3188
KITCHEN,3189
KITCHEN SCADE,3190
KITCHENAID,3191
KITO,3192
KIURITZU,3193
KIURTZ,3194
KJELDAHL,3195
KJELDHAL,3196
K-KEUFFEL,3066
KLE,3197
KLETT,3198
KLETT SME,3199
KLETT-S,3200
KLETTSUMER,3201
KNOX,3203
KOBLENZ,3205
KOCH,3207
KODAD,3209
KODAK,3210
KODAK EKTA,3213
KODAK EKTAGRAPHIC,3214
KODAK ETC,3215
KODAK EXTA,3216
KODAK PAGT,3217
KODALUX,3218
KODAX,3219
KOHDOR,3221
KOHINOR,3222
KOHLBACH,3223
KOHLER,3224
KOHLR,3225
KOIZUMI,3227
KOKE,3228
KOLBACH,3230
KOLER,3231
KOLHER,3232
KOL-JET,3229
KOLLER,3233
KOMAATSU,3234
KOMATSU,3235
KOMATZU,3236
KOMBO,1113
KOMBO 500,3238
KONGSKILDE,3239
KONICA,6649
KOOLER 8M,3242
KOOL-JET,3240
KOOL-JEY,3241
KOOLLER,3243
KOSKING,3244
KOULER,3245
KOWA Y SIX,3246
KOWLER,3247
KP-2,3248
KPSI,3249
KROME,3250
KROMOS,3251
KRYSTEL,3252
KSE,3253
KUBBEL,3254
KUBET,3255
KUBOTA,3256
KUHLMANN,3257
KUIRIN,3258
KULMAN,3259
KURAZAI,3261
KX,3262
KX-TS,3263
KYE,3264
KYOCERA,4
KYORITSU,3265
KYORITZ,3266
KYORITZU,3267
KYORYTSU,3268
KYOWA,3269
L DIGITAL,3271
L PREMIER,3272
"L,-COMANDER",3273
L. DIGITAL,3275
L.DIGITAL,3276
L.FUTURA,3277
L.G,3278
L.PENTIUM,3280
L3-COMMUNICATIONS,3281
LAASKO,3282
LAB 400,3283
LAB LINE,3286
LAB.,3293
LAB.CONCO,3294
LAB.LINE,3295
LABACO,3296
LABCONCO,3299
LAB-COUT,3288
LABLINE,3301
LAB-LINE,3289
LAB-MED,3290
LABOMED,3302
LABRINE,3303
LAB-TECH,3291
LACO,3304
LADA,3305
LADATONE,3306
LAKENWOOD,3309
LAKESIDE,3310
LAKEWOOD,3311
LAKNW2OE,3312
LALA,3313
LAMAS,3314
LAMBERCH,3315
LAMINOX,3316
LAMOTTE,3318
LAMPERTZ,6634
LAMSA,3308
LAN UTP,3319
LANIECHO,3320
LANIER,3321
LANIX,3323
LANSING,3330
LAONOTE,3331
LAP-LINE,3332
LAPTOP,3333
LAROUSSE,3335
LASCO,3337
LASER,3338
LASICO,3344
LASKO,3345
LASONIC,3346
LATHEM,3350
LATHEN,3351
LATHER,3352
LATHERM,3353
LAULINE,3354
LBALINE,3355
LBK,3356
LD-17,3357
LE COMMUNICATIONS,6694
LEADING,3359
L-ECCO,3274
LECOOL,3360
LECTRO,3361
LEDER,3362
LEDSA,3363
LEDU,3364
LEICA,3365
LEITZ OPTILUX,3366
LEITZ WETZ,3367
LEKEWOOD,3368
LEMPCO,6560
LEMUS,6647
LENNOX,3370
LENOVO,6544
LENOX,3371
LENT,3372
LEOCAR,3373
LEOCARD,3374
LEON,3375
LEONARD,3377
LEONIDAS,3378
LE-PC,3358
LEROY,3379
LESTER,3380
LETIZ GREENOUGH,3381
LETTA,3382
LEVERMATIC,3384
LEVY,3385
LEW,3386
LEXMARK,3390
LEXNARK,3393
LF.CIMA,3394
LG ELECTRONICS,3396
LHA,3397
LHA.,3398
LIB,3399
LIBEC,6587
LIBERT,3400
LIBERTY,3401
LIEBERT,3402
LIFE TIME,3403
LIFKIN,3404
LIFKING,3405
LIFT,3406
LIGHT MERAK,3407
LIGTH,3408
LIGTHNIN,3409
LIMATE,3410
LIMITED,3411
LINBERG,3414
LINBERH,3415
LINCOLN,3416
LINCON,3417
LINCONIN,3418
LINCONS,3419
LINDBERC,3421
LINDBERG,3422
LIND-BERG,3420
LINDBERG/BLUE M,648
LINDE,3423
LINDERBEG,3424
LINDERBERG,3425
LINDERG,3426
LINE MASTE,3427
LINE MASTER,3428
LINEA,3429
LINEA ALFA,3430
LINEA ITALIA,3431
LINEA MONACO,3432
LINEA-4000,3433
LINEA-ALFA,3434
LINEMESTER,3435
LINER MASTER,3436
LINES,3437
LINEX,3438
LINK,3439
LINK BELT,3440
LINK BUILD,3441
LINK-BELT,3442
LINKE,3443
LINKE T-142,3444
LINKES,3445
LINKS,3446
LIN-MEX,3412
LINSA,3447
LION,3448
LIPSHAW,3450
LIS,3451
LISSEGAGG,3452
LISTER,3453
LITE,3455
LITE ON,3456
LITE-ON,3457
LIT-NING,3454
LITTEGRANT,3458
LMM,3459
LOADING,6648
LOBCONCO,3460
LOBOR,3461
LOCEL,3462
LOG VICTOR,3463
LOG.DIG.,3464
LOG.DIG.103,3465
LOG.DIG.130,3466
LOGICA,3467
LÓGICA,3522
LOGICA 204,3468
LOGICA 209,3469
LOGICA D,3470
LOGICA DIGITAL,3471
LOGITECH,3472
LOGIX,3473
LOGOS,3474
LOGOS 41,3475
LOHMOS,3476
LOHNOS,3477
LOMANCO HONGO,3478
LOMB BRTS,3480
LOMEGA,3481
LOMENS,6710
LONG,3482
LOOK,6692
LOPEZ MORTON,3486
LORAIN,3487
LORNOS,3488
LOSEN HAUS,3489
LOTER,3490
LOTTER,3491
LOTUS,3492
LOTZ,3494
LOVY,3495
LP,3496
LPS,3497
LPTD.LANUTP,3498
LUFKIN,3503
LUFKL,3505
LUFQUIN,3506
LUFT,3507
LULU,3509
LUMENS,3510
LUNAKSA,3511
LUNISCOPE,3512
LUPI,3513
LUTRON ELECTRONICS,6614
LUTS,3514
LUXE,3515
LUXO,3516
"LYMN, S. A.",3517
"LYMN, S.A.",3518
"LYMN,S.A.",3519
LYNDE,3520
LYZ,3521
M A N,3523
M.C.,3532
M.D,3533
M.D.,3534
M.F.,3535
M.F.V.,3536
M.NACIONAL,3537
M.P. STEELE,3538
M.WORD,3540
M/,3541
M-131-02,3525
M-265,3526
MABE,3542
MAC,3545
MACCORMICK,3546
MACDONALD,3547
MACHIMEX,3548
MACHINERY,3549
MACISA,3550
MACIZA,3551
MACONSA,3553
MACROMEX,3554
MADECHI,3555
MADEIRA,3556
MADERICHI,3557
MAE S.A.,3558
MAESUZAWA,3559
MAG 510,3560
MAGAMEX,3562
MAGAMEZ,3563
MAGELLA,3564
MAGELLAN,3565
MAGIC PASS,6625
MAG-MIX,3561
MAGNAVOX,3567
MAGNUM,3568
MAGUER,3569
MAHE,3570
MAJESTIC,3571
MAJOR,3572
MAK GG-A,3573
MAKINON,3574
MAKITA,3575
MALGENA,3576
MALGENE,3577
MALINCHE,3579
MALROE,3580
MALVONIA,3581
MAMILTON,3582
MAMIYA,3583
MANFROTTO,3585
MANMA,3586
MAPLEX,3587
MAPSA,3588
MAQ.IND,3590
MAQ-INDUST.,3589
MAR GUILBE,3591
MAR LAKE,3592
MARATHON,6562
MARATHON 1,3593
MARBEL,3594
MARBER,3595
MARC,3596
MARCO,3599
MARIAH,3600
MARIER,3601
MARIMER,3602
MARINER,3604
MARINO,3605
MARISOURCE,3607
MARK TIME,3609
MARKER,3610
MARKVISION,3612
MARLONES,3614
M-ARM1,3527
MARNING,3615
MARQUETTE,3616
MARRIOT,3617
MARRIOTT,3618
MARS,3619
MARS 700,3620
MARS-700,3621
MARSS,3622
MARTEX,3623
MARUYAMA,3624
MARUZEM,3625
MARUZEN,3626
MARVEL,3627
MARVER,3628
MARVIN,3629
MASE,3630
MASEEY FERGUSON,3631
MASEY FERG,3632
MASEY FERGUSON,3633
MASEY-FERG,3634
MASISA,3635
MASKAFE,3636
MASSA,3637
MASSEY F,3638
MASSEY F.,3639
MASSEY FERGUSON,3640
MASSEYFERGUSON,3641
MASTEL,3642
MASTER,3643
MASTER POW,6563
MASTERLINE,3644
MASUZAWA,3645
MATES,3646
MATHES,3647
MATHISON,3648
MATSUNAGA,3649
MATTER,3650
MATTWEISS,6675
MAV,3651
MAVER,3652
MAVI,3653
MAVI-PRECISA,3654
MAVY,3655
MAX,3656
MAX CB,3657
MAX MIN,3658
MAXIMUS,3660
MAX-MIN,3659
MAXPEED,3661
MAXRAD,3662
MAXTOR,3663
MAYLINE,3664
MAYLING,3665
MAYO,3666
MC,3667
MC DONALD,3668
MC. CULLOCH,3672
MCCROMETER,1265
MCCULLOC,3674
MCCULLOCH,3552
MC-CULLOCH,3669
MC-CULLUCH,3670
MCCULOCH,3676
MCDONALD,3677
MCGILL S,3678
MCH,3679
MCOLUCH,3680
MCQUAY,6665
MC-SIEMM,3671
MDA INNOVATION,6603
MD-NACIONAL,3682
MEARK LIGH PLUS,3683
MEC,3684
MECANICA ACEABI,3685
MECAO,3686
MECOA,3687
MECSA,3688
MEDALIST,3689
MEDERICHI,3690
MEFO,3691
MEGA,3692
MEGAMEX,3694
MEGAMEX PL,3695
MEISI TECH,3696
MELINK,3697
MEMETIC,3698
MEMPER,3699
MENAR,3700
MEOPTA,3701
MERAK,3702
MERAKLIGHT,3703
MERCATOR,3704
Mercurio,3705
MERCURY,3706
MERK,3710
MERRAM,3711
MERSISA,3712
MESA,3713
MESIN MARCA,3714
MET,3715
METALICA,3718
METALICO,3719
METALICO 4 GAVETAS,3720
METALIZA,3721
METAL-LUX,3717
METALZA,3722
METERS,3723
METLLER,3725
METMIN SERVICE,3726
MET-PAC,3716
METROLOGIC,3727
METRON,3728
METROPOLI,3729
METROPOLIN,3730
METROPOLIT,3731
METROPOLITAN,3732
METTELR,3733
METTER,3734
METTLER,3735
METTLER TOLEDO,3724
MEV-34APOL,3737
MEXMARK,3739
MEYER,3740
M-F,3528
MF 37,3741
MF-1105-RC,3742
MF-35,3743
MGE,3744
MICOSOFT LIFECAM,3762
MICRO,3745
MICRO EDGE,3746
MICRO MIL,3748
MICRO NET,3749
MICRO SR,3750
MICROCOM,3751
MICROEDGE,3752
MICROFILM,3753
MICROFOCUS,3754
MICRON,3756
MICROSAFE,3760
MICROSE,3761
MICROSOFT,3763
MICROSOFT OFFICE,3764
MICROSORT,3766
MICROSTAR,3768
MICROVOLT,3769
MIDEA,6715
MIDR,3770
MIFARE,3771
MIGILLAN,3772
MIKEL'S,3774
MIKELS,3773
MIKI,3775
MILER F.,3776
MILLAN,3777
MILLER,3779
MILLER 225,3780
MILLER INTER THERM,3781
MILLERS F.,3782
MILLES,3783
MILLIPORE,3784
MILTON,3785
MILWAUKEE,3786
MIMETIC,3788
MINI,3794
MINIESPLIT,3795
MINISTRO,3796
MINISUPER,3797
MINOLTA,3798
MIO NIPOS,3801
MIPESA,3802
MIRAGE,3804
MIRES,3805
MISA,3806
MISCHBEINE,3807
MISERMI,3808
MITA,3809
MITACONO,3811
MITEL,3813
MITSUBISHI,3820
MITUTOYA,3823
MITUTOYO,3824
MITZU,3825
MITZUMI,3826
MIURA,3827
MIVIERA,3828
MIZAR,3829
MLW,3830
MOBEL,3831
MOBIBLE,3832
MOBIL,3833
MOBILE-AIR,3834
MOBILMEX,3835
MOBITECH,3836
MOBLER,3837
MOCLER,3838
MOCROSOFT,3839
MODARK,3840
MODERN PHONE,3841
MOGILL,3842
MOGUM,3843
MOGUM 2001,3844
MOLINEX,3845
MOMAT,3846
MONAC,3847
MONACO,3848
MONARCH,3849
MONCO,3850
MONITOR,3851
MONROE,3853
MONROY,3854
MONTERREY,3855
MONTGOMERY WARD,3856
MONTILLA,3857
MOO,3858
MOORE BUSINESS FORMS,3859
MOPAR,3861
MORIEGA,3862
MORSE,3863
MORTEL,3864
MORTON,3865
MORVER,3866
MORVOR,3867
MOSA,3868
MOSLER,3869
MOTHERBOAB,3874
MOTHERBOAR,3875
MOTOLRS,3877
MOTOMCO,3878
MOTOROLA,3884
MOTORS,3885
MOTORS L,3886
MOTUKULA,3888
MOULINEX,3889
MOUSE,3890
MOVIL-MEX,3891
MP SPEELE,3892
MP-STTELE,3893
MRS,6701
MS,3894
MS 2,3895
MS DOS,3896
MS WORD,3897
MSC,3900
MS-DOS,3898
MSTERFLEX,3902
MSWORD,3903
MS-WORD,3899
MTOROLA,3904
MTSA,3905
MUCROSOFT,3906
MUEBLE,3907
MUEBLE S.A,3909
MUEBLE S.A.,3910
MUEBLE SA,3911
"MUEBLE, S.A.",3912
"MUEBLE,SA",3913
MUEBLEFORM,3914
MUEBLEMEX,3915
MUEBLES,3916
MUEBLES DINAMIC,1516
MUEBLES DISPLAN,1527
MUEBLES ROAL,5010
MUEBLES S.A.,3917
MUEBLES SA.,3918
"MUEBLES, S.A.",3919
MUEBLESA,3920
MUEBLIFORM,3921
MUESCO,3922
MULTICLEAM,3924
MULTIOFICINAS,3926
MULTISILLAS,3927
MULTITECH,3929
MULTY PANE,3931
MUNHER,3932
MURATA,3933
MURATEC,3934
MURGIA,3935
MURGUIA,3936
MURLITZER,3937
MURRAY,3938
MURRAY-BRIGS STATION,3939
MURUGIA,3940
MUSLER,3941
MUSTANG,3942
MV.,3943
MVE,3944
MVE CEYOCENICS,3945
MVE CRYOGENIC,3946
MVE ORTON,3947
MVE-A-1,3948
MVG,3949
MX14535396,3950
MYCTEC,3952
MY-D120,3951
MYERS,3953
MYLSA,3954
MYSTEK,3955
MYSTER,3956
MYTEC,3957
MYTEK,3958
MYTEKS/M,3959
MYTEX,3960
N C R,3963
N. HOLLAND,3964
N.D,3965
N.NERWORD,3966
N.S.F.,3967
N1KON,3968
NA,3969
NA-004,3970
NABUSA,3971
NAC.,3972
NACIONAL,3973
NACIONAL.,3974
NADY,3975
NAFAX,3976
NAHE,3977
NAL.,3978
NAL. NEOFL,3979
NALDEN,3980
NALGAN,3981
NALGEN,3982
NALGENE,3983
NAN,3984
NANO,3985
NAOK,3986
NAPAOLES,3987
NAPCO,3988
NAPOLE,3989
NAPOLES,3990
NASA,3991
NASCO,3992
NASHUA,3993
NATHES,3994
NATIONAL,3995
NATIONAL P,3996
NATRIBAN,3997
NAUIRE,3998
NAURIE,3999
NAZZUZAWA,4000
NBC,4001
NCOMPUTING,6709
NCR,4002
NCR PCXT,4003
NCR PRINTA,4004
NCR-DC6,4005
NCRPC6,4007
NCR-PCXT,4006
NCRPGXT,4008
NCRTEL,4009
NCS,4010
NCS JAGUAR,4011
NEC,4013
NED SERVER 133,4023
NEFAX,4024
NEFAX 310,4025
NEFAX-310,4026
NEG-FAX,4027
NEMA,4028
NEO,4029
NEOLOGY,6543
NEOPTA,4030
NERSATO,4031
NERTELNETW,4032
NETCOMPETER,4033
NETMARK,6720
NETWORK,4034
NETWORKS,6650
NEUTONE,4035
NEW HOLAND,4036
NEW HOLLAN,4037
NEW HOLLAND,4038
NEW HOLLNE,4040
NEW MAX,4041
NEW PAYNE,4042
NEW-HIOLAN,4043
NEW-HOLAD,4044
NEW-HOLBOL,4045
NEW-HOLLAN,4046
NEWHOLLAND,4052
NEW-HOLLAND,4047
NEW-HOLLNE,4049
NEW-HOLLO0D,4050
NEWMAX,4054
NFLEX,4055
NICHOLSON,4056
NICOLET,4057
NIDEKA,4058
NIETO,4059
NIKE,4060
NIKKEY,4062
NIKKO,4063
NIKKOR,6588
NIKON,4064
NIMBLE,4066
NIPOS,4074
NIPEPSA,4067
NIPESA,4068
NIPLO,4069
NIPLO ROT. T.,4070
NIPP,4071
NIPPO,4072
NIPS,4073
NISSAN,4077
NISSIN,4081
NITCHI,4083
NIVEL,4084
NIVELES,4085
NIVELES SA,4086
NK,4087
NO BREAK,4088
NO BREAKE,4089
NOARC,4092
NOGAL,4093
NOKIA,4094
NOLLHONELL,4095
NOM,4096
NOMAT,4097
NOR,4098
NOREIGA,4099
NORIEGA,4100
NORTEL NETWORKS,4107
NORTH SISTEM,4108
NORTHINGTO,4109
NORTHWEST,4110
NORTON,4111
NOTE BOOK,4112
NOTEL,4114
NOTIONAL,4115
NOVA,4116
NOVAC,4117
NOVAL,4118
NOVIMEX LTD,4119
NOVO,4120
NSA,4121
NSC,4122
NSC 300,4123
NSC DUO,4124
NSC-200,4125
NT,4126
NTERLECSIS,4127
NTR-2T,4128
NUAIRE,4129
NUARC,4130
NUEVO LEON,4132
NUEVO LEON G,4133
NULEC,4134
NVE,4135
NVO. LEON,4136
NVO.LEON,4137
NW AMANO,4138
O SULLIVAN,4140
O.H,4142
O.H.,4143
OASIS,4145
OBBITYPE,4146
OCAL,4147
OCELCO,4148
OCELCOITT,4149
OCM,4150
OCR,4151
OEEO,4152
OFFICCE-HOME,4153
OFFICE 7.0,4157
OFFICE DEPOT,4161
OFFICE PRO,4162
OFFICE XP,4163
OFFICEJET,4168
OFFICE-SAFE,4165
OFIK,4188
OFILINE,4189
OFILINEA,4190
OFIMAGEN,4191
OFIMAGEN LUXO,4192
OFIMEX,4193
OFIMUEBLE,4194
OFINO,4195
OFITODO,4196
OFIVIC,4197
OFYK,4199
OH8,4200
OHAN,4201
OHAUS,4202
O-HAUS,4141
OHIO,4207
OHS,4208
OHV,4212
OIVETTI,4213
OKEN,4216
OKIDATA,4218
OLEO,4220
OLEO MAC,4221
OLEO-MAC,4222
OLIMPIC,4226
OLIMPICO,4227
OLIMPO,4229
OLIMPYA,4231
OLIMPYCA,4232
OLIMPYIA,4233
OLIPMIA,4235
OLIVER,4236
OLIVETTI,4239
OLIYMPIA,4247
OLMECA,4248
OLSO,4249
OLTA US,4250
OLYMPIA,269
OLYMPIA CONFORTYPE,4255
OLYMPIA.,4256
OLYMPIC,4257
OLYMPUIA,4258
OLYMPUS,4230
OLYMPUS TOKYO,4253
OLYPIA,4261
OMC,4263
OMEGA,4264
OMGA,4265
OMNI,4266
OMNI POWER,4267
OMNI PRO UPS,4268
OMNI SMART,4269
OMNIBOOK,4271
OMNIPCX,6651
OMNIPOWER,4272
OMNI-POWER,4270
OMNIPRO,4273
OMNISMAR,4274
OMNISMART,4275
OMNLITE,4276
OMRON,4277
ONE PITTE,4278
ONETO,4280
ONE-UPS,4279
ONGUARD,4281
ONKIO,4282
ONKYO,4283
ONS,4285
ONV,4286
OPC-300GL,4287
OPERCUB,4288
OPH,4289
OPM,4290
OPTICAL,4291
OPTIMA,4292
OPTIMUS,4293
OPTOMA,4297
OQUIDATA,4298
ORACLE,4299
ORBITAL,4301
ORBITYPE,4302
ORDOÑEZ,4303
ORION,4305
ORION A,4306
ORION HVE,4307
ORSIS,4308
OSATU,4309
OSELCO,4310
OSHIBA,4311
OSLO,4312
OSRAM,4313
OSSTER,4314
OSTA,4315
OSTER,4316
OSTERIZER,4317
OSWI,4322
OSWI-800,4323
OSWI-8000,4324
OTA,4325
OTORGA,4326
OTT,4327
OTT KEMPTE,4328
OTT.,4329
OTTE,4330
OTTO,4332
OTTOMORE,4333
OTTOMOTORES,6612
OUVESA,4334
OVERHEAD,4335
OWERWARE,4336
OXBERRI,4337
OXIGEN,4338
OXWELD,4339
OYLMPIA,4340
OYMPIA,4341
OZ GENIUS,4342
OZALID,4343
OZTERIZER,4345
P & C,6566
P. HEWLETT-P.,4352
P.G,4355
P.G.,4356
P.K,4358
P.M,4359
P.M.J.,4372
P.SCIENTIFIC,4380
PACIFIC WIRELESS,6685
PACKARD,4386
PACKARD B,4387
PACKARD BRIO,4388
PACO,4389
PACO SOBRI,4390
PADIO,4391
