marca_descripcion,marca_id
PAGEANT,4392
PAINE,4394
PALERMO,4395
PALM,6093
PALM MUEBLES,4396
PALM TOP,4397
PALMER,4398
PALMTOP,4399
PALOMATIC,4400
PAMEX,4401
PANAFAX,4402
PANAS,4403
PANASOLNIC,4404
PANASONIC,4405
PAPEC,4411
PARA BASURA,4412
PARACPLIPS,4413
PARAGON,4414
PARAMOU,4417
PARAMOUM,4418
PARAMOUNT,4419
PARCEC,4420
PARSEC,4421
PARSECT,4422
PARSEK,4423
PARTNER,4424
PASPORT,4426
PASTELLE,4427
PATTION,4428
PATTON,4429
PATTON &,4430
PAVILION,4431
PAY MASTER,4432
PAYMASTER,4433
PAYNE,4434
PC,4435
PC 353,4436
PC GUARDIA,4437
PC GUARDIAN,4438
PC T LUXE,4439
PC TOOLS,4440
PC/CHIPS,4445
PC-300,4441
PCGUARDIAN,4446
PCTOOLS,4447
PCXCV-VBA,4448
PDE MAX,4449
PEAVEY,4450
PECSON,4451
PECSSA,4452
PEERLES,4453
PEERLESS,4454
PEGASO,4455
PELCO,6615
PELIKAN,4456
PENA INISA,4458
PENHAINISA,4459
PENKIN,4460
PENRIL,4461
PENRILL,4462
PENSYLVANIA,4463
PENTAX,4464
PENTIUM,4467
PENTIUM II,4468
PENTIUM III,4469
PENTIUM IV,4470
PENTIUN -III,4471
PENTUM,4472
PEOCESINTE,4473
PERECT,4474
PERESA,4475
PERFEC,4476
PERFECTIOM,4477
PERFECTION,4478
PERFEX,4479
PERFIL,4480
PERKIN,4482
PERKIN ELM,4483
PERKINELM,4484
PERKING,4485
PERKINGS,4486
PERKINS,4487
PERLA,4488
PERLISAS,4489
PERMO,4490
PERNL,4491
PERSEC,4492
PERYL,4493
PETRI,4494
PETRUS,4495
PETTIBONE,6567
PETWAY  LICENCIA CORP.,4496
PH,4497
PHENA ED-2,4499
PHENA ED-200,4500
PHILADELPHIA,4505
PHILADELPIA,4506
PHILCO,4507
PHILIPS,4508
PHILIPS HR,4509
PHILLEPS,4510
PHILLIIPS,4511
PHILLIPAS,4512
PHILLIPS,4513
PHILLIPS16,4514
PHILLIPS18,4515
PHILLISPS,4516
PHILLPS,4517
PHILLSPS,4518
PHILPS,4519
PHJ,4520
PHONE,4521
PHONE MATE,4522
PHONIX,4524
PHOTO,4525
PHOTOVOLT INSTRUMENTS,4526
PHPOGENIC,4527
PHULLIPS,4528
PIANNE,4529
PIE DE REY,4531
PIEZO,4532
PILLIPS,4533
PIMSA,4535
PINCOR,4536
PINE,4537
PINSA,4540
PINTARRON ALFRA,4541
PIONER,4543
PIONJAR,4544
PIPET AID,4546
PIRAMID,6580
PIREX,4547
PIROVI,4548
PIZA GUAD,4550
PJH,4551
PK STELL,4552
PKWARE,4554
PKZIP,4556
PLANELEC,4557
PLANELEC-GROBAN,4558
PLANET (GATEWAY),4559
PLANET(GATEWAY),4560
PLANIMETER,4562
PLANTIUM,4564
PLIANENE,4566
PLIMPIA,4567
PLK-ST,4568
PLM,4569
PLOMATIC,4570
PLUS,4571
PLUS NET,4572
PM,4574
P-M,4350
PM NACIONAL,4579
PM RAMAHE,4580
PM STEELE,4348
PMP,4615
PMS,4616
PMV,4622
POCLAIN,4626
POINT FOUR,6542
POINT FUOR,4627
POLAR,4628
POLARIS,4631
POLAR-JET,4629
POLAR-JEYT,4630
POLAROID,4632
POLIJACTO,4633
POLIMATI,4634
POLOMAT,4635
POLOMATIC,4636
POLOMATICA,4637
POLOOMATIC,4638
POLUX,4639
POLWARE,4642
POLY PERK,4643
POLYCOM,6592
PONEVERA,4644
PONI,4645
PONTEVEDRA,4646
PONTEVEEDRA,4647
PONTEVERA,4648
PONTEVERDA,4649
POP NOVA,4650
PORKERT,4651
PORSEC,4652
PORTASCRIB,4653
POSTALIA,4654
POULAN,4655
POULAN PRO,4656
POULKAN,4657
POULMAN,4658
POWE,4659
POWER,4660
POWER EDGE,4662
POWER ELEC,4663
POWER ELEC.,4664
POWER ELECT,4665
POWER ELECTR,4666
POWER EXHAUST,4667
POWER PLA,4668
POWER STAT,4669
POWER WARE,4671
POWERCOM,4661
POWERPLA,4677
POWERTOOLS,4678
POWERWARE,4679
PRACTICA,4681
PRACTICAL,4682
PRAKTICA,4683
PRAXAIR,4684
PRECICION,4685
PRECISION,4686
PREMIER,4688
PREMIUM,6652
PRESCION,4690
PRESIDE,4692
PRESITTION,4695
PRESSLER,4696
PRESSURE,4697
PRESTIGE,6633
PRESTO,4698
PRESURE,4699
PRETUL,6687
PRIGABAR,4700
PRIMAX,4701
PRIME,6681
PRIN,4704
PRINTAFORM,4714
PRINTING,4719
PRINTONIX,4720
PRINTRONIX,4721
PRINTYA FORM,4722
PRISMATIC,4723
PRITAFORM,4724
PRKINS,4725
PRM,4726
PROAM,4727
PROAM/JBL,4728
PROAQUA,6
PROBAT,4729
PROCTOR SILEX,4731
PROD.INDUS,4732
PRODEMA,4733
PRODUC TYPE,4734
PRODUCTOS RENAUT,4735
PROETE,4736
PROFISIX,4737
PROFORACLE,4738
PROFORT,4739
PROGEN,4740
PROLAMI,4741
PROLINEA,4742
PROMEOSA,4745
PROMEX,6689
PROMOR,4747
PROPRINTER,4751
PROSESA,4752
PROTEC,4753
PROTECTOLADA,4754
PROTEMEX,4755
PROTEWIND,4756
PROTO,4757
PROVEJAL SA,4743
PROVEL,4758
PROVIEW,4759
PROWLER,4760
PROXIMA,4761
PROXIS,4762
PRU,4763
PRYAMO,4764
PS/1,4765
PSRCEC,4766
PUEBLA,4768
PUERESA,4769
PULLMAN,4770
PULOMARIC,4771
PULSAR,4772
PUMP,4773
PUNTO AZUL,4774
PUPIR,4776
PUR EZA,4777
PURA,4778
PURE,4779
PURE S.A,4780
PURE S.A.,4781
PURE SA,4782
"PURE, S.A.",4783
"PURE, SA.",4784
"PURE, SA.A.",4785
"PURE,S.A.",4786
PURE. S.A.,4787
PURELLI,4788
PURERSA,4789
PURESA,4790
PUREZA,4791
PYREX,4792
PYSI,4793
PYSY,4794
PZ ZWEEGERS,6519
QSC,6668
QUADSPDE,4798
QUAL-3COM,4799
QUALITY,4800
QUANTUM,4801
QUARTZ,4802
QUASAR,4803
QUATRO PRO,4804
QUAYANDDIV,4805
QUEBEC,4806
QUEBET,4807
QUESTIONS,6717
QUICKSILVR,4808
QUILLET,4809
QUIN ZALOR,4810
QUINCY,4811
QUIROGA,4812
R Y G,4813
R. KYOWN,4816
R.FUESS,4817
RAACHE,4819
RABEN,4820
RABI,4821
RABONE C,4822
RABY,4823
RAD,4824
RADICORTA,4825
RADIOSHACK,4826
RADIZORTA,4827
RADSON,4828
RALCO,4829
Rally,5127
RALVEN,4830
RAMAHE,4832
RAMBLER,4833
RAMIREZ GENEL,4835
RAMIRO,4836
RAMSA,4837
RAMSES,4838
RAMSOM,4839
RAMSON,4840
RANGUIER,4842
RANSOM,4843
RANSON,4844
RANSONM,4845
RAPID,4846
RAPIDO PRIN,4847
RAPIDOGRAP,4848
RAPIDPRINT,4849
RAPS,4850
RAPSON,4851
RAT,4852
RAX,4853
RAYTEHO,4854
RCA,4855
REACY FYRE,4856
REAGAL,4857
REAL BEN,4858
REALEVN,4859
REALIST,4860
REALISTIC,4861
REALVEN,4862
REALVEN.,4863
REASA,4864
REASA G,4865
REBSTER,4866
REBURE,4867
RECOLD,4868
RECORD,4869
RECORDER,4870
RED,4871
RED LEAF,6596
RED-COM,4872
REDMERS,4873
REDOX,6672
REED,4874
REELESA,4875
REFAMOSA,4876
REFCO,4877
REFCO 10 GLS,4878
REFCO 10GLS,4879
REFEECTO,4880
REFRIAUTO,4882
REGAL,4883
REGENCY,4884
REGIL,4885
REGMITON,4886
REGULADORES,4887
REGULUS,4889
REGULUZ,4890
REICHARD,4891
REICHER,4892
REICHERT,4893
REICHTER,4894
REICHTRT,4895
REIFF,4896
RELAVEN,4897
RELVEN,4898
REMES HNOS.,4899
REMINGTON,4903
REMINGTONN,4906
REMINGTONS/M.,4907
REMQUP,4910
REMSA,4911
RENAUD,4912
RENAULT,4913
RENAUT,4914
RENDUD,4915
RENEGA,4916
RENIER,4917
RENIGTON,4918
RENO,4919
RENOU,4920
RENOUD,4921
RENOUF,4922
RENOVA,4923
RENSA,4924
RENTA,4925
REPLASMA,4926
REPOSET,4928
REPRESA,4929
REQUIEZ,4930
REQUIZ,4931
REROTARY,4932
RESICION,4933
RESS,4934
RESTCH,4935
RETCHERT,4936
RETILINEA,4937
RETON,4938
REV-100,4940
REVCO,4941
REVETMEX,4942
REVETSA,4943
REVIERA,4944
REVIVAI,4945
REVOX,4946
REVUELTA,4947
REWINDER,4948
REX,4949
REX ROTARI,4950
REX ROTARY,4951
REXITEL,4953
REX-ROTARY,4952
REYD,4954
REYES,4955
REYES Y CATALA,4956
REYNOLDS,4957
R-FUES,4815
RICHARD,4961
RICOH,4962
RICON,4963
RICOSSA,4964
RICSA,4965
RICVIERA,4967
RID SID,4968
RIDE,4969
RIDGID-KOLLEMAN,4970
RIEVIERA,4971
RIGGSA,4972
RIGIL,4973
RIGSA,4974
RIIVIERA,4975
RIMAC,4976
RIMO,4977
RINGMASTER,4979
RING-MASTER,4978
RINO US.T,4980
RINO VS.T,4981
RINOS,4982
RIO BRAVO,4983
RIOGWAYS,4984
RIOJA,4985
RIOS ROCHA,4987
RIOSSA,4990
RIPS,4992
RISK,4993
RISPLAN,4994
RIVIERA,1329
RIZE,5006
RKI IKEMOTO,5007
RNOUND,5008
ROADLINE,5009
ROBBINS,5011
ROBERTSHAW,5012
ROBIN,5013
ROBINSON,5014
ROCHA,5015
ROCIL,5016
ROCKET TRAILERS,5021
ROCKWELL,5025
ROCK-WELL,5017
RODACASA,5026
RODAL,5027
RODARTE,5028
RODEER,5029
RODEMS,5030
RODEN,5031
RODER,5032
RODERS,5033
RODERSE,5034
RODERSH,5035
RODHER,5036
RODHER AZT,5037
RODHER M,5038
RODHERM,5039
RODHERMUEBLE,5041
RODHERN-M,5042
RODIGAN,5044
RODMERS,5045
RODRE,5046
RODYGAM,5047
RODYGAN,5048
RODYGEN,5049
RODYMUEBLE,5050
ROEDHEMUEB,5051
ROG,5052
ROGIL,5053
ROGSA,5054
ROHAUS,5055
ROHER,5056
ROHERS,5057
ROJIL,5058
ROKKOR,5061
ROKUNAR,5062
ROLLEI,5064
ROLLET,5065
ROLLO,5066
ROLL-ROYCE,5063
ROLODEX,5067
ROMA PRINTAFORM,5068
ROME,5069
ROMER,5070
ROMEX,5071
ROMEX VEGA,5072
ROMO,5073
RONOVD,5074
ROSBECH,5078
ROSCOPE,5080
ROSENBERG,5081
ROSS GRAPH,5095
ROSSBACH,5087
ROTARI,5096
ROTO UNI,5098
ROTOFIX,5099
ROTOLITE,5100
ROTRING,5101
ROTRON,5103
ROTT,5104
ROTUMATIC,5105
ROUTER,5106
ROVY LEITZ,5107
ROWALD V. DIGGINS,5108
ROWI,5109
ROYAL,5110
ROYER,5111
RPDHER,5112
RTC,5113
RUAKURA,5114
RUBCO,5115
RUBERMAID,5116
RUDHERMUEB,5117
RUDOLF,5118
RUDOLF BAUER,5119
RUF,5120
RUF.MEXICA,5121
RUFF,5122
RUVA,5124
RVEGA,5125
RYSE,5126
S P C,5131
SACONT,5187
SAECO,6705
SAHUARO RE,5188
SAHURARO,5189
SAINZ DE ROBLES,5191
SAIT CRUISIER,5192
SAKURA,5193
SALAAT,5195
SALAMANCA,5196
SAMBA,5197
SAMBAR,5198
SAMEX,5199
SAMPLER,5200
SAMSUNG,5205
SAMTRON,5206
SAMURAI,5207
SAMYANG,5208
SANDER,5209
SANDYO,5210
SANITARY,5211
SANKYO,5212
SANNON,5213
SANTY,5217
SANYIO,5218
SANYO,5219
SARD,5220
SARGENT,5221
SARGENT WELCH,5222
SARMEX,6600
SARO,5
SARTORIUS,5228
SAT,5229
SATCK,5230
SATURNO,5233
SAUDER,5235
SAUTER,5237
SAWERS,5238
S-B TECSA,5135
SCALA,5239
SCAS,5240
SCHICHER,5242
SCHULTZ,5244
SCIENCEWARE,1017
SCIENTIF,5245
SCO UNIX,5246
SCORPIO,5248
SCOUT,5249
SCRIPT,5250
SCUBA,5251
SEARS,5252
SEARY,5253
SECCSA,5255
SECURITRON,6609
SEED BLOWER,5265
SEEDBURO,5269
SEIGER,5274
SEIKO,5275
SEISA,5277
SELIMEC,5280
SELMEC,5281
SENN,6669
SENTRA,5283
SENTROL,5284
SENTRY,5285
SENTRYSAFE,6697
SER,5286
SERRAT,5287
SERVIBAR,5289
SERVICAL,5290
SERVICIO,5291
SERVICOL,5292
SERVIN,5293
SERVIPLUS,5294
SETH TOMAS,5296
SETTEING,5297
SF-DE-MEX,5299
SGC,5303
SGE,5304
SHADE,5305
SHAKESPEAR,5307
SHANDOW,5308
SHAP,5309
SHARA,5310
SHARNER,5311
SHAROP,5312
SHARP,5313
SHERPA,5315
SHERWOOD,5316
SHINMASUZAWA,5317
SHINRAI,5318
SHIRAR,5319
SHOMATE,5320
SHOOL VIEN,5321
SHORELANDR,5322
SHREDEMAS-TER,5323
SHUBE,5324
SHUMACHER,5325
SHURE,5326
SIAM-WABCO,5328
SIBROM,5329
SIBRON,5330
SICLOMEX,5331
SIDENA,5332
SIDROMEX,5333
SIEM,5335
SIEMENS,5336
SIEMES,5338
SIENTEL,5340
SIENTIFIC,5341
SIERRA,5342
SIFFLIE,5343
SIGLOMEX,5347
SIL TROC,5350
SILCO,5351
SILEX,5352
SILVA,5353
SILVER,5354
SILVER-BEAUTY,5355
SILVERT,5356
SIM,5357
SIMAN,5360
SIMCO,5361
SIMEX,5362
SIMGY,5367
SIMILL,5368
SIMMONS,5369
SIMPLEX,5371
SIMPSON,5372
SIMSA,5373
SIN MARCA,5389
SINEX,5402
SINGER,5403
SINTRONIC,5408
SISCOM,5411
SISTEMS,5412
SITRON,5413
SIUX,5414
SIX-STAR,5416
SKIL,5418
SKREBBA,5420
SL WABER,5423
SLEDBLOWER,5424
SLIMED,5425
SLINK BUILDER,5426
SMARPS,5429
SMART 30000,5430
SMART BOARD,5431
SMART NET,5432
SMART SIGHT,6621
SMARTBITT,6667
SMC,5433
SMILH,5434
SMILM,5435
SMISHOS,5436
SMITH,5438
SMITH-CORONA,5445
SMITHS,5447
SMMA,5448
SNAP-OON,5449
SO LOW,5450
SOCOMEC,5453
SODIACO,5454
SOFER,5455
SOGLOMEX,5456
SOHEIBLER,5457
SOIKA,5458
SOIL MITSTU,5459
SOIL TEST,805
SOKKIA,5461
SOKKIA PLANIX,4563
SOKKISHA,5462
SOL,5463
SOL DATA,5465
SOL MAT,5466
SOLA BASIC,2932
SOLA MICRO,5473
SOLA PC,5474
SOLA PC 500,5475
SOLA SB,5476
SOLA SKVA,5477
SOLAR,5481
SOLATRON,5482
SOLBAT,5483
SOL-BAT,5467
SOLDER,5486
SOLER,5487
SOLERY PAL,5488
SOL-GAT,5468
SOLIDEX,5489
SOLITEST,5490
SOLMATIC,5491
SOLO CAFE,5493
SOLO PORT,5494
SOLON ENV,5496
SOLO-PORT,5495
SO-LOW,5451
SOLSAT,5497
SOLUBRIDGE,5498
SOLVAT,5499
SOMBRON,5500
SOMECOEX,5501
SONIKA,5504
SONY,5506
SOPENA,5514
SORTORIUS,5515
SOUNDTRACK,5516
SOUTH DAKOTA D,5517
SPACE SAVER,5520
SPANCER BU,5521
SPARVEL,5522
SPB,5523
SPC,5524
SPECIAL,5525
SPECTRA,6693
SPECTROLINE,5528
SPECTRONIC,5529
SPEED,5530
SPEEDAIRE,5533
SPEHIRY,5535
SPER JET,5538
SPER SCIENTIFIC,5537
SPERRY,5539
SPERRY REMINGTON,4905
SPI,5540
SPICER,5541
SPINCO BEC R,5542
SPL,5544
SPLICER,5545
SPORT,5546
SPOTLIGHT,5551
SPRAY DOC,5553
SPRAYMEX,5555
SPRING WOOND,5557
SPRYMEX,5558
SQUAR D,1829
SQUARED,5562
SQUIBB,5563
SRHILL SR 400,5566
SRWEGERS,5567
STACK,5570
STACO,5571
STAEDTLER,5573
STAMFORD,5578
STAN CRIPT,5579
STANDAR,5580
STANDARD,5581
STANDARGRA,5582
STANDLER,5583
STANFORD,5584
STANLEY,5585
STANO,5588
STANO SCRIPT,5589
STANOPEN,5590
STAR,5591
STAR DRAPER,5593
STAR MICONISCS,5594
STAR MICRO,5595
STAR MICRONICS,5596
STARLINE,5598
START,5599
STATE,5600
STEIGER,5613
STEINCORFF,5614
STEINLIFE,5615
STEINLITE,5616
STEPHENSON,5624
STEREN,1840
STEROCLAV,5627
STEVENS,5628
STEVES,5629
STGELE L.T,5630
STIHL,5635
STILL,5639
STIND,5641
STIRRE,5642
STL RUAKUR,5643
STNIL,5644
STOMACHER,5645
STONACHER,5646
STOOVATCH,5647
STRANGER,5648
STRAUB,5650
STROMBERG,5651
STRONGER,5653
STRONGHOLDS,6571
STURTEVANT,5658
SUAREZ,5659
SUBWOOFER,5660
SUERTAK,5661
SULBAT,5664
SULLIVAN,5665
SULTANA,5666
SUM,5667
SUMBEAM,5668
SUMITH CORONA,5670
SUMMA GRAPHICS,5671
SUMPOD,5675
SUN,5676
SUN BLADE 150,5678
SUN ENTERPRISE 10000,5679
SUN FIRE,5680
SUN RACK,5681
SUNAME,5683
SUNET,5685
SUNMATIC,5686
SUNN,5687
SUNNTO,5688
SUNNYWELL,5689
SUNPACK,5690
SUNY,5692
SUPELCO,5694
SUPER,5695
SUPER DELT,5697
SUPER DELUXE,5696
SUPER ECO,5698
SUPER JOLLY,5700
SUPER STAR,5703
SUPER-A-5,5709
SUPERDELTA,5710
SUPEREGO,5711
SUPERJOLLY,5712
SUPERMATIC,5714
SUPER-VENT,5707
SUPREMO,5718
SUREFIRE,7
SUREX,5719
SURFACE,6695
SURGE,5720
SURPAK,5721
SUUMTO,5722
SUUNTO,5723
SUZUKI,5724
SWEETWATER,5737
SWIFT,5740
SWING,5744
SWINQLINE,5745
SWINTEC,5746
SWISSMEX,5751
SYBRON,5754
SYMANTEC,5757
SYNCROGEAR,5760
TABA,5771
TACUMAR,5772
TAESA,5774
TAJIMA,5775
TAKEDA,5776
TAKUMAR,5778
TAMACO,5779
TAMAYA,5780
TAMPICO,5782
TAMRON,5783
TANDBERG,5784
TAPISA,5785
TARBY,5787
TASCAM,5788
TASCO,5789
TASHIN,5790
TATSA,5791
TATUNG,5792
TAURO,5793
TAURUS,5794
TAYLER,5795
TAYLOR,5796
TAYLOR WHA,5798
TDE MAX,5806
TEAC,5811
TECCSA,5817
TECH,5818
TECHINO,5820
TECHINOV,5821
TECHJET,5822
TECHJET DESIGNA,5823
TECHKS,5824
TECHNICS,5825
TECHNO VALLEY,5837
TECHNOLOGI,5842
TECHPAD,6704
TECNICOLOR VCR,5856
TECNO,5858
TECNO VHS,5860
TECNOLLY,5863
TECNOMUEBLES,6578
TECNOS,5864
TECOSA,5870
TECSA,5872
TECUMSEH,5874
TEDMAX,5876
TEEL,5877
TEJASA,5878
TEKA,5879
TEKASA,5881
TEKNE,5882
TEKNO,5884
TEKSTIR,5885
TELCO,5887
TELECALL,5889
TELECOSMO,5890
TELEFAX,5891
TELESCA,5892
TELETEXT,5893
TELETRONICS,6682
TELEVIDEO,5894
TELEX,5895
TELEX CARAH,5896
TEL-GURLEY,5886
TELLY,5897
TELMEX,5898
TELTRON,5899
TELXON,5900
TEMCO,5901
TEMPER,5902
TEMPSTAR,2759
TEPER,5906
TEPO,5907
TERMO LIME,5909
TERMO REY,5910
TERMOJET,6572
TERMOLYNE,5911
TERMOMIX,5914
TERRAILLON,5916
TERSA,5917
TESA,5918
TEST RITE,5922
TEXAS INSTRUMENTS,5924
TEXSA,5930
TEYLOR,5931
T-FAL,6676
THELCO,5933
THERMA,5935
THERMODYNE,5936
THERMOLYNE,5940
THIES,5941
THOMAS SCIENTIFIC,5943
THOMMEN,5949
THOMPSON,5951
THRMOLYNE,5956
THRUKINE,5957
TIFFEN,5960
TIGER,5961
TIGUE TEK,5962
TILAPAN,5963
TILLMAN,5964
TIMBERLINE,5965
TIMCO,5966
TIMER,5967
TIMEX,5968
TINE,5969
TIPSA,5974
TISA,5975
TITANIUM,5976
TOEC,5984
TOEI,5985
TOEL,5986
TOHO,5987
TOK,5988
TOKIO,5990
TOKYO,5991
TOLEDO,5992
TOMACHER,5993
TOMMAN,5995
TOMSED,5996
TOPAZ SYSTEM,5997
TOPCON,5998
TOPIX,5999
TOPOCON,6001
TORILLO,6003
TORIN,6004
TORINO,6005
TORMEX,6006
TORNADO,6007
TORREY,6002
TOSCANO,6011
TOSHIBA,6013
TOTAL,6015
TOTALINE,6016
TOUCHSCREEN,6017
TOYODEN,6019
TOYOSUMI,6021
TOYOTA,6022
TPO,6539
TPR,6023
TRACOR,6024
TRACTOR,6025
TRAGESA,6026
TRAILMOBILE,6027
TRANE,6028
TRANZEO,6683
TRAVEL AIRE,6029
TREBOCHST,6033
TRECOM,6034
TRENDNET,860
TRENICE,6036
TREVIÑO,6037
TRIALTA,6038
TRIMBLE,6573
TRIMMER,6040
TRINFO,6041
TRINITRON,6042
TRINITY,6043
TRINOR,6044
TRIPP LITE,6045
TRIPPLIK,6066
TRISSOT,6068
TRITON,6069
TRIUMPH,6070
TRIUNFO,6072
TRNE,6073
TRO 150,6074
TRONAIR,6575
TROPHY,6075
TROY,6076
TROY-BILT,6077
TRUE,6079
TRUPER,6081
TS-GK,6084
TSK,6085
TUNDER-VOL,6092
TURBOSOPLA,6095
TURIN,6096
TURMIX,6097
TURNER,6099
TVILUM-SCANBIRK,6101
TYLER,6102
UCHIDA,6109
ULTRA,6111
ULTRA-ASEPT,6112
ULTRAPHOT 11,6113
ULTRAVENT,6110
ULTRAVIOLET,6120
UNDERWOOD,6121
UNDERWRITERS,6122
UNGUARD,6123
UNICOM,6124
UNIDERN,6125
UNIGRAFT,6128
UNION,6130
UNION SPECIAL,6131
UNISONIC,6132
UNITED,6576
UNITEL,6133
UNITREX,6134
UNIVERSAL,6135
UNOCERO,6137
UREK,6140
URICANE,6141
URREA,6143
US ELECTRICAL,6145
USHICA,6150
USROBOTICS,6151
USSEL,6153
UTB,6154
UTILITUY,6155
UVGA,6156
VALLEY,6185
VALSI,6186
VANBEUREN,6188
VANGLEN,6190
VANGUARD,6191
VANTAGE,6193
VAQUER,6194
VARD,6195
VARIAN,6198
VASCONIA,6201
VCON,6622
VEC,6203
VECO,6204
VELBON,6207
VELO-BING,6211
VEM KMER,6212
VEMCO,6213
VEMCO DERIEL,6214
VEMCU,6215
VEMKER,6216
VENCOOL,6218
VENECIA,6219
VENSA,6221
VEO,6222
VERACRUZ,6223
VER�STEGUI,6224
VERONA,6225
VERSALLES,6226
VERTEX,6227
VEXON,6229
VGA,6230
VGPR,6231
VHG,6234
VH-T,6233
VICA,6238
VICI,6243
VICTOR,1297
VICTOR D.S.,6245
VICTOR DAT,6246
VICTORIA,6248
VICTORS D.S.,6249
VICTORY,6250
VIDEOVOX,6251
VIEWSONIC,6254
VIGGERS,6255
VIKINGO,6256
VIMALERT,6259
VIOLA,6263
VIRUS SCAN VSHIELD,6265
VISION,6268
VISOGRAF,6266
VISORAMA,6267
VISUAL ANALITYCS,6656
VISUAL C++,6269
VISUAL FOX PRO 3.0,6270
VIVITAR,6271
VOGAR,6273
VOICE,6274
VOLKSWAGEN,6277
VOLPI,6282
VOLPI-BOT,6283
VOLTA,6288
VONHAUCKE,6187
VORTEX,6303
VOX,6308
VS MEXICO,6309
VSAT,6310
VULCANO,6312
VULITE III,6313
VWR,6318
WABCO,6325
WACOM,6326
WALSA,6322
WALT,6329
WALTER-TURNER,6330
WAMBAO,6331
WAMBO,6332
WANG,6333
WARE,6334
WARKING,6335
WARLITZER,6336
WARNER,6338
WARNING,6339
WARRING,6340
WARRIOR,6341
WARTH-BAWN,6342
WATER,6343
WATERGATE,6344
WAYNERITAM,6345
WDUSTAUNIC,6346
WEG,6355
WEGGIMEO,6356
WEISS,6357
WELCH-FELI,6359
WELDER,6208
WELDOM,6360
WELLER,6361
WEN,6362
WENTHEIM,6364
WEST BEND,6363
WEST INDIA,6369
WESTCLOCK,6374
WESTINGHOUSE,6382
WESTPHAL,6387
WHELL,6389
WHIRLPOOL,6391
WHITE WEST,6393
WIDCO LOGGERS,6395
WIDDERB,6396
WIEGAND,6608
WIFT,6397
WIKH-LAMBRETCH,6398
WIL,6399
WILD HEERBRUGG,6400
WILDOPTICO,6402
WILE,6403
WILH LAMBR,6404
WILLER,6405
WILLOW,6406
WILSON,6408
WILTT,6413
WINCHESTER,6414
WINCONSIN,6415
WINDMERE,6416
WINSOR,6423
WIRE BIND,6425
WIREBIN,6426
WISCONSIN,6428
WISTVA INTERNATIONAL,6724
WLE,6429
WOLFE,6432
WOODS,6434
WORKSSX,6439
WORLD,6441
WORMSER,6442
WORTHINGTON,6443
WRITER&CD,6444
WURLITZER,6445
WYAW,6447
WYSE,6448
XEROX,6451
XLZ,6454
XR16A,6455
XTB1,6456
YAESU,6458
YALE,6460
YAMAHA,6461
YAMATO,6462
YANKEE,6466
YASHICA,6467
YAWMAN & ERBE CO.,6470
YELLOW JACKET,6471
YENKEE,6473
YOLISPA,6478
YORK,6479
YSI,6481
YSI SPRINTECH,6484
ZAPOPAN,6488
ZASC,6489
ZEBRA,6491
ZENA,6499
ZENITH ELECTRONICS,6501
ZENZA,6487
ZERO SETTING,6505
ZETA 3,6511
ZIMARRON,6512
ZINTRONIC,6513
ZKTECO,6671
ZODIACO,6514
ZOOM,6516
ZR,6517
ZURO,6518
LACIE,6725
LIFETIME,6726
